Date,langCode,pageviews
2018-01-03,es,2740648
2018-01-03,fi,95428
2018-01-03,fr,4424912
2018-01-03,he,98952
2018-01-03,hi,252416
2018-01-03,hu,124149
2018-01-03,id,464858
2018-01-03,it,6548798
2018-01-03,ja,16249836
2018-01-03,ko,206787
2018-01-03,nl,611995
2018-01-03,no,83140
2018-01-03,pl,1631484
2018-01-03,pt,1484660
2018-01-03,ro,71564
2018-01-03,ru,401093
2018-01-03,simple,74285
2018-01-03,sv,401281
2018-01-03,uk,51903
2018-01-03,zh,1676498
2018-01-04,ar,96632
2018-01-04,cs,357093
2018-01-04,da,81833
2018-01-04,de,6977700
2018-01-04,en,73682004
2018-01-04,es,2736294
2018-01-04,fi,97042
2018-01-04,fr,4868324
2018-01-04,he,104502
2018-01-04,hi,200475
2018-01-04,hu,128788
2018-01-04,id,533504
2018-01-04,it,6168791
2018-01-04,ja,14430442
2018-01-04,ko,243541
2018-01-04,nl,545202
2018-01-04,no,63722
2018-01-04,pl,1598948
2018-01-04,pt,1423061
2018-01-04,ro,53054
2018-01-04,ru,393242
2018-01-04,simple,73497
2018-01-04,sv,355951
2018-01-04,uk,59190
2018-01-04,zh,1769421
2018-01-05,ar,119702
2018-01-05,cs,373210
2018-01-05,da,109405
2018-01-05,de,6866016
2018-01-05,en,74112922
2018-01-05,es,2615132
2018-01-05,fi,131517
2018-01-05,fr,4329603
2018-01-05,he,107258
2018-01-05,hi,172844
2018-01-05,hu,170099
2018-01-05,id,538063
2018-01-05,it,6023423
2018-01-05,ja,15233555
2018-01-05,ko,209636
2018-01-05,nl,594507
2018-01-05,no,136880
2018-01-05,pl,1107312
2018-01-05,pt,1284398
2018-01-05,ro,78853
2018-01-05,ru,384993
2018-01-05,simple,73487
2018-01-05,sv,687330
2018-01-05,uk,62726
2018-01-05,zh,1771119
2018-01-06,ar,158776
2018-01-06,cs,376709
2018-01-06,da,191338
2018-01-06,de,8012019
2018-01-06,en,76549779
2018-01-06,es,3097581
2018-01-06,fi,300239
2018-01-06,fr,5018834
2018-01-06,he,159671
2018-01-06,hi,148519
2018-01-06,hu,207989
2018-01-06,id,422871
2018-01-06,it,6905412
2018-01-06,ja,15348069
2018-01-06,ko,294548
2018-01-06,nl,642541
2018-01-06,no,144753
2018-01-06,pl,2632554
2018-01-06,pt,1441726
2018-01-06,ro,68105
2018-01-06,ru,460398
2018-01-06,simple,59321
2018-01-06,sv,587764
2018-01-06,uk,97340
2018-01-06,zh,2520903
2018-01-07,ar,192839
2018-01-07,cs,545269
2018-01-07,da,190545
2018-01-07,de,9208350
2018-01-07,en,85960467
2018-01-07,es,3450297
2018-01-07,fi,147069
2018-01-07,fr,8020644
2018-01-07,he,133648
2018-01-07,hi,178047
2018-01-07,hu,191409
2018-01-07,id,474396
2018-01-07,it,8093935
2018-01-07,ja,17696206
2018-01-07,ko,289090
2018-01-07,nl,720607
2018-01-07,no,129955
2018-01-07,pl,2023121
2018-01-07,pt,1895388
2018-01-07,ro,82766
2018-01-07,ru,526744
2018-01-07,simple,73296
2018-01-07,sv,499472
2018-01-07,uk,82961
2018-01-07,zh,2648738
2018-01-08,ar,169800
2018-01-08,cs,343973
2018-01-08,da,102343
2018-01-08,de,7408317
2018-01-08,en,89274622
2018-01-08,es,4433777
2018-01-08,fi,124931
2018-01-08,fr,5260471
2018-01-08,he,140909
2018-01-08,hi,186726
2018-01-08,hu,172155
2018-01-08,id,663864
2018-01-08,it,7135636
2018-01-08,ja,18926428
2018-01-08,ko,261042
2018-01-08,nl,609656
2018-01-08,no,80386
2018-01-08,pl,1496874
2018-01-08,pt,1792838
2018-01-08,ro,79126
2018-01-08,ru,489155
2018-01-08,simple,76293
2018-01-08,sv,272391
2018-01-08,uk,50855
2018-01-08,zh,1945073
2018-01-09,ar,190604
2018-01-09,cs,371759
2018-01-09,da,91598
2018-01-09,de,7021271
2018-01-09,en,78195739
2018-01-09,es,4659041
2018-01-09,fi,154527
2018-01-09,fr,4383761
2018-01-09,he,149260
2018-01-09,hi,223698
2018-01-09,hu,160006
2018-01-09,id,882774
2018-01-09,it,6004655
2018-01-09,ja,14531859
2018-01-09,ko,365095
2018-01-09,nl,539151
2018-01-09,no,74789
2018-01-09,pl,1892681
2018-01-09,pt,1516952
2018-01-09,ro,118977
2018-01-09,ru,419523
2018-01-09,simple,74808
2018-01-09,sv,221299
2018-01-09,uk,66785
2018-01-09,zh,1892279
2018-01-10,ar,188065
2018-01-10,cs,312760
2018-01-10,da,76679
2018-01-10,de,6701524
2018-01-10,en,74068027
2018-01-10,es,4844948
2018-01-10,fi,151893
2018-01-10,fr,4038339
2018-01-10,he,116226
2018-01-10,hi,214430
2018-01-10,hu,124616
2018-01-10,id,930884
2018-01-10,it,5802245
2018-01-10,ja,13216906
2018-01-10,ko,240413
2018-01-10,nl,517257
2018-01-10,no,82479
2018-01-10,pl,1383879
2018-01-10,pt,1415938
2018-01-10,ro,103034
2018-01-10,ru,503273
2018-01-10,simple,85422
2018-01-10,sv,190391
2018-01-10,uk,47750
2018-01-10,zh,1513525
2018-01-11,ar,159071
2018-01-11,cs,398189
2018-01-11,da,71698
2018-01-11,de,6660613
2018-01-11,en,73715873
2018-01-11,es,4757626
2018-01-11,fi,205030
2018-01-11,fr,3998455
2018-01-11,he,89812
2018-01-11,hi,256257
2018-01-11,hu,153207
2018-01-11,id,829277
2018-01-11,it,5459194
2018-01-11,ja,12945248
2018-01-11,ko,338290
2018-01-11,nl,538236
2018-01-11,no,94317
2018-01-11,pl,1339961
2018-01-11,pt,1402408
2018-01-11,ro,119845
2018-01-11,ru,430180
2018-01-11,simple,96382
2018-01-11,sv,236184
2018-01-11,uk,61250
2018-01-11,zh,1540522
2018-01-12,ar,146881
2018-01-12,cs,400211
2018-01-12,da,98255
2018-01-12,de,6490875
2018-01-12,en,73020381
2018-01-12,es,3795125
2018-01-12,fi,188657
2018-01-12,fr,3889513
2018-01-12,he,94405
2018-01-12,hi,258012
2018-01-12,hu,123962
2018-01-12,id,632455
2018-01-12,it,4967747
2018-01-12,ja,13962940
2018-01-12,ko,351204
2018-01-12,nl,517815
2018-01-12,no,123395
2018-01-12,pl,1018394
2018-01-12,pt,1251191
2018-01-12,ro,96257
2018-01-12,ru,405060
2018-01-12,simple,82529
2018-01-12,sv,377144
2018-01-12,uk,53933
2018-01-12,zh,1536848
2018-01-13,ar,173074
2018-01-13,cs,493574
2018-01-13,da,145078
2018-01-13,de,7219385
2018-01-13,en,75110975
2018-01-13,es,3282985
2018-01-13,fi,183746
2018-01-13,fr,3859096
2018-01-13,he,102526
2018-01-13,hi,197417
2018-01-13,hu,128167
2018-01-13,id,426132
2018-01-13,it,4961162
2018-01-13,ja,15424530
2018-01-13,ko,333010
2018-01-13,nl,606486
2018-01-13,no,159497
2018-01-13,pl,1572475
2018-01-13,pt,1320241
2018-01-13,ro,91109
2018-01-13,ru,464961
2018-01-13,simple,62272
2018-01-13,sv,460557
2018-01-13,uk,181588
2018-01-13,zh,2003131
2018-01-14,ar,152580
2018-01-14,cs,411426
2018-01-14,da,152418
2018-01-14,de,8485939
2018-01-14,en,84099271
2018-01-14,es,4310140
2018-01-14,fi,177903
2018-01-14,fr,5501948
2018-01-14,he,127917
2018-01-14,hi,183579
2018-01-14,hu,158264
2018-01-14,id,603292
2018-01-14,it,7610134
2018-01-14,ja,15520561
2018-01-14,ko,351312
2018-01-14,nl,636174
2018-01-14,no,104946
2018-01-14,pl,1648238
2018-01-14,pt,1671399
2018-01-14,ro,132712
2018-01-14,ru,500944
2018-01-14,simple,70073
2018-01-14,sv,391587
2018-01-14,uk,73899
2018-01-14,zh,1980758
2018-01-15,ar,139285
2018-01-15,cs,339577
2018-01-15,da,100875
2018-01-15,de,7967718
2018-01-15,en,87993407
2018-01-15,es,4975174
2018-01-15,fi,167823
2018-01-15,fr,4392248
2018-01-15,he,119317
2018-01-15,hi,197561
2018-01-15,hu,138600
2018-01-15,id,908784
2018-01-15,it,6272749
2018-01-15,ja,13674246
2018-01-15,ko,206714
2018-01-15,nl,687651
2018-01-15,no,89006
2018-01-15,pl,1565177
2018-01-15,pt,1674627
2018-01-15,ro,218347
2018-01-15,ru,436440
2018-01-15,simple,78654
2018-01-15,sv,309676
2018-01-15,uk,95122
2018-01-15,zh,1630183
2018-01-16,ar,121602
2018-01-16,cs,332915
2018-01-16,da,104728
2018-01-16,de,7077401
2018-01-16,en,81111315
2018-01-16,es,5349110
2018-01-16,fi,162292
2018-01-16,fr,3800894
2018-01-16,he,114857
2018-01-16,hi,218377
2018-01-16,hu,147188
2018-01-16,id,978474
2018-01-16,it,5929000
2018-01-16,ja,13212997
2018-01-16,ko,418071
2018-01-16,nl,526235
2018-01-16,no,81196
2018-01-16,pl,1244979
2018-01-16,pt,1504338
2018-01-16,ro,205859
2018-01-16,ru,382749
2018-01-16,simple,86715
2018-01-16,sv,269468
2018-01-16,uk,118040
2018-01-16,zh,1617016
2018-01-17,ar,123163
2018-01-17,cs,312554
2018-01-17,da,124809
2018-01-17,de,7108420
2018-01-17,en,75964482
2018-01-17,es,5014725
2018-01-17,fi,182239
2018-01-17,fr,3623330
2018-01-17,he,109660
2018-01-17,hi,225288
2018-01-17,hu,152468
2018-01-17,id,1030259
2018-01-17,it,5832398
2018-01-17,ja,14090158
2018-01-17,ko,354251
2018-01-17,nl,567852
2018-01-17,no,111197
2018-01-17,pl,1255106
2018-01-17,pt,1484790
2018-01-17,ro,192868
2018-01-17,ru,451920
2018-01-17,simple,84287
2018-01-17,sv,195624
2018-01-17,uk,134244
2018-01-17,zh,1624738
2018-01-18,ar,92015
2018-01-18,cs,292213
2018-01-18,da,95362
2018-01-18,de,6553790
2018-01-18,en,86473371
2018-01-18,es,4768260
2018-01-18,fi,202925
2018-01-18,fr,3559405
2018-01-18,he,83911
2018-01-18,hi,244521
2018-01-18,hu,128729
2018-01-18,id,885624
2018-01-18,it,5174558
2018-01-18,ja,13829601
2018-01-18,ko,279421
2018-01-18,nl,482727
2018-01-18,no,90395
2018-01-18,pl,1228973
2018-01-18,pt,1407750
2018-01-18,ro,216774
2018-01-18,ru,1179316
2018-01-18,simple,83654
2018-01-18,sv,194915
2018-01-18,uk,122048
2018-01-18,zh,1604485
2018-01-19,ar,120311
2018-01-19,cs,223078
2018-01-19,da,123581
2018-01-19,de,6535644
2018-01-19,en,78223390
2018-01-19,es,4178955
2018-01-19,fi,161479
2018-01-19,fr,3467225
2018-01-19,he,95624
2018-01-19,hi,236352
2018-01-19,hu,123512
2018-01-19,id,610936
2018-01-19,it,5037010
2018-01-19,ja,13313407
2018-01-19,ko,263132
2018-01-19,nl,470450
2018-01-19,no,95033
2018-01-19,pl,1044235
2018-01-19,pt,1213501
2018-01-19,ro,103281
2018-01-19,ru,377347
2018-01-19,simple,74131
2018-01-19,sv,345326
2018-01-19,uk,83420
2018-01-19,zh,1805038
2018-01-20,ar,137911
2018-01-20,cs,257839
2018-01-20,da,106125
2018-01-20,de,6747185
2018-01-20,en,74443263
2018-01-20,es,3075015
2018-01-20,fi,211703
2018-01-20,fr,4303056
2018-01-20,he,124091
2018-01-20,hi,200635
2018-01-20,hu,126677
2018-01-20,id,383420
2018-01-20,it,5141654
2018-01-20,ja,14766408
2018-01-20,ko,295768
2018-01-20,nl,536536
2018-01-20,no,130823
2018-01-20,pl,1382444
2018-01-20,pt,1417843
2018-01-20,ro,102124
2018-01-20,ru,450406
2018-01-20,simple,71037
2018-01-20,sv,368153
2018-01-20,uk,70251
2018-01-20,zh,2176972
2018-01-21,ar,157611
2018-01-21,cs,374285
2018-01-21,da,134993
2018-01-21,de,9032291
2018-01-21,en,88715009
2018-01-21,es,4092563
2018-01-21,fi,193317
2018-01-21,fr,5487588
2018-01-21,he,113661
2018-01-21,hi,214225
2018-01-21,hu,139615
2018-01-21,id,541535
2018-01-21,it,6819241
2018-01-21,ja,16912728
2018-01-21,ko,345993
2018-01-21,nl,615721
2018-01-21,no,83824
2018-01-21,pl,1613208
2018-01-21,pt,1646454
2018-01-21,ro,202902
2018-01-21,ru,469180
2018-01-21,simple,86359
2018-01-21,sv,306240
2018-01-21,uk,112982
2018-01-21,zh,2556898
2018-01-22,ar,141449
2018-01-22,cs,283109
2018-01-22,da,114737
2018-01-22,de,8476549
2018-01-22,en,89296610
2018-01-22,es,5202041
2018-01-22,fi,198108
2018-01-22,fr,4171754
2018-01-22,he,148067
2018-01-22,hi,266528
2018-01-22,hu,156012
2018-01-22,id,892580
2018-01-22,it,6251659
2018-01-22,ja,13092516
2018-01-22,ko,325616
2018-01-22,nl,523379
2018-01-22,no,65488
2018-01-22,pl,1318486
2018-01-22,pt,1667010
2018-01-22,ro,216963
2018-01-22,ru,448999
2018-01-22,simple,83764
2018-01-22,sv,369460
2018-01-22,uk,176276
2018-01-22,zh,1993751
2018-01-23,ar,123930
2018-01-23,cs,274640
2018-01-23,da,97007
2018-01-23,de,7165639
2018-01-23,en,81035950
2018-01-23,es,5593056
2018-01-23,fi,172595
2018-01-23,fr,3753524
2018-01-23,he,113627
2018-01-23,hi,292979
2018-01-23,hu,138367
2018-01-23,id,967224
2018-01-23,it,6351350
2018-01-23,ja,13032932
2018-01-23,ko,254896
2018-01-23,nl,499155
2018-01-23,no,74137
2018-01-23,pl,1287451
2018-01-23,pt,1612431
2018-01-23,ro,157875
2018-01-23,ru,388705
2018-01-23,simple,93793
2018-01-23,sv,244698
2018-01-23,uk,142144
2018-01-23,zh,1850911
2018-01-24,ar,133876
2018-01-24,cs,280758
2018-01-24,da,121249
2018-01-24,de,7157076
2018-01-24,en,78190594
2018-01-24,es,5553081
2018-01-24,fi,147507
2018-01-24,fr,4106700
2018-01-24,he,118955
2018-01-24,hi,308103
2018-01-24,hu,146334
2018-01-24,id,898450
2018-01-24,it,5743422
2018-01-24,ja,12106758
2018-01-24,ko,335271
2018-01-24,nl,542383
2018-01-24,no,84518
2018-01-24,pl,1350646
2018-01-24,pt,1573480
2018-01-24,ro,286952
2018-01-24,ru,389037
2018-01-24,simple,98304
2018-01-24,sv,225811
2018-01-24,uk,160278
2018-01-24,zh,1857972
2018-01-25,ar,105991
2018-01-25,cs,402867
2018-01-25,da,77308
2018-01-25,de,6937129
2018-01-25,en,76807660
2018-01-25,es,5350370
2018-01-25,fi,167391
2018-01-25,fr,3877958
2018-01-25,he,133909
2018-01-25,hi,363020
2018-01-25,hu,128747
2018-01-25,id,786168
2018-01-25,it,5435381
2018-01-25,ja,11874331
2018-01-25,ko,195934
2018-01-25,nl,485516
2018-01-25,no,64181
2018-01-25,pl,1137121
2018-01-25,pt,1673882
2018-01-25,ro,253340
2018-01-25,ru,590218
2018-01-25,simple,77914
2018-01-25,sv,201008
2018-01-25,uk,180470
2018-01-25,zh,2003413
2018-01-26,ar,109906
2018-01-26,cs,323622
2018-01-26,da,115397
2018-01-26,de,6206405
2018-01-26,en,75987224
2018-01-26,es,3832008
2018-01-26,fi,178951
2018-01-26,fr,4094582
2018-01-26,he,99928
2018-01-26,hi,319628
2018-01-26,hu,110163
2018-01-26,id,564970
2018-01-26,it,5103832
2018-01-26,ja,12231551
2018-01-26,ko,247846
2018-01-26,nl,476666
2018-01-26,no,75360
2018-01-26,pl,1377909
2018-01-26,pt,1390573
2018-01-26,ro,113974
2018-01-26,ru,713319
2018-01-26,simple,72699
2018-01-26,sv,342599
2018-01-26,uk,73558
2018-01-26,zh,1805402
2018-01-27,ar,124727
2018-01-27,cs,503692
2018-01-27,da,159638
2018-01-27,de,6210177
2018-01-27,en,72994403
2018-01-27,es,3207569
2018-01-27,fi,228176
2018-01-27,fr,4567729
2018-01-27,he,121588
2018-01-27,hi,229231
2018-01-27,hu,123849
2018-01-27,id,362089
2018-01-27,it,5629477
2018-01-27,ja,14318124
2018-01-27,ko,270973
2018-01-27,nl,531974
2018-01-27,no,109880
2018-01-27,pl,2739171
2018-01-27,pt,1356582
2018-01-27,ro,143679
2018-01-27,ru,632364
2018-01-27,simple,61091
2018-01-27,sv,332372
2018-01-27,uk,108164
2018-01-27,zh,1952401
2018-01-28,ar,126513
2018-01-28,cs,432130
2018-01-28,da,147991
2018-01-28,de,8822005
2018-01-28,en,85861157
2018-01-28,es,4549232
2018-01-28,fi,538348
2018-01-28,fr,5940741
2018-01-28,he,127739
2018-01-28,hi,235722
2018-01-28,hu,173285
2018-01-28,id,488758
2018-01-28,it,7211509
2018-01-28,ja,15856481
2018-01-28,ko,258261
2018-01-28,nl,672278
2018-01-28,no,91785
2018-01-28,pl,4387782
2018-01-28,pt,1750312
2018-01-28,ro,188813
2018-01-28,ru,641072
2018-01-28,simple,70087
2018-01-28,sv,508618
2018-01-28,uk,150639
2018-01-28,zh,2248877
2018-01-29,ar,117992
2018-01-29,cs,292197
2018-01-29,da,88776
2018-01-29,de,7405923
2018-01-29,en,89948971
2018-01-29,es,5671970
2018-01-29,fi,237513
2018-01-29,fr,4299297
2018-01-29,he,122782
2018-01-29,hi,286043
2018-01-29,hu,112841
2018-01-29,id,769421
2018-01-29,it,5952794
2018-01-29,ja,12662310
2018-01-29,ko,241603
2018-01-29,nl,492244
2018-01-29,no,63887
2018-01-29,pl,3089418
2018-01-29,pt,1567015
2018-01-29,ro,146530
2018-01-29,ru,462277
2018-01-29,simple,86412
2018-01-29,sv,293022
2018-01-29,uk,193208
2018-01-29,zh,1888587
2018-01-30,ar,124575
2018-01-30,cs,241593
2018-01-30,da,61671
2018-01-30,de,6523198
2018-01-30,en,76166385
2018-01-30,es,5527117
2018-01-30,fi,133725
2018-01-30,fr,3526390
2018-01-30,he,143681
2018-01-30,hi,339974
2018-01-30,hu,137927
2018-01-30,id,869424
2018-01-30,it,5555988
2018-01-30,ja,11863896
2018-01-30,ko,229429
2018-01-30,nl,519641
2018-01-30,no,58305
2018-01-30,pl,2235375
2018-01-30,pt,1530426
2018-01-30,ro,133783
2018-01-30,ru,432858
2018-01-30,simple,87700
2018-01-30,sv,192934
2018-01-30,uk,160796
2018-01-30,zh,1739510
2018-01-31,ar,118004
2018-01-31,cs,248229
2018-01-31,da,61815
2018-01-31,de,6218687
2018-01-31,en,75004722
2018-01-31,es,5482973
2018-01-31,fi,155269
2018-01-31,fr,3690634
2018-01-31,he,165976
2018-01-31,hi,423298
2018-01-31,hu,130315
2018-01-31,id,947110
2018-01-31,it,5641715
2018-01-31,ja,11793592
2018-01-31,ko,225590
2018-01-31,nl,580764
2018-01-31,no,67472
2018-01-31,pl,1827707
2018-01-31,pt,1425897
2018-01-31,ro,80586
2018-01-31,ru,446869
2018-01-31,simple,101213
2018-01-31,sv,217145
2018-01-31,uk,171305
2018-01-31,zh,1688599
2018-02-01,ar,79025
2018-02-01,cs,255665
2018-02-01,da,65446
2018-02-01,de,5700977
2018-02-01,en,72329231
2018-02-01,es,5085391
2018-02-01,fi,168386
2018-02-01,fr,3462747
2018-02-01,he,130766
2018-02-01,hi,288686
2018-02-01,hu,111314
2018-02-01,id,723631
2018-02-01,it,5415587
2018-02-01,ja,12282443
2018-02-01,ko,199349
2018-02-01,nl,490810
2018-02-01,no,68018
2018-02-01,pl,1708982
2018-02-01,pt,1355794
2018-02-01,ro,93587
2018-02-01,ru,356327
2018-02-01,simple,88664
2018-02-01,sv,231374
2018-02-01,uk,134724
2018-02-01,zh,1570175
2018-02-02,ar,116027
2018-02-02,cs,222461
2018-02-02,da,112848
2018-02-02,de,5966310
2018-02-02,en,70741291
2018-02-02,es,4420067
2018-02-02,fi,160078
2018-02-02,fr,3372370
2018-02-02,he,116862
2018-02-02,hi,243628
2018-02-02,hu,134711
2018-02-02,id,580119
2018-02-02,it,5193235
2018-02-02,ja,12470018
2018-02-02,ko,363858
2018-02-02,nl,510342
2018-02-02,no,79879
2018-02-02,pl,1448041
2018-02-02,pt,1239173
2018-02-02,ro,45634
2018-02-02,ru,347497
2018-02-02,simple,81724
2018-02-02,sv,357640
2018-02-02,uk,67657
2018-02-02,zh,1657852
2018-02-03,ar,143903
2018-02-03,cs,285939
2018-02-03,da,94147
2018-02-03,de,6224323
2018-02-03,en,70525750
2018-02-03,es,3643142
2018-02-03,fi,204207
2018-02-03,fr,4039587
2018-02-03,he,105943
2018-02-03,hi,207383
2018-02-03,hu,146765
2018-02-03,id,359253
2018-02-03,it,5304505
2018-02-03,ja,14014256
2018-02-03,ko,194357
2018-02-03,nl,536720
2018-02-03,no,114196
2018-02-03,pl,1504138
2018-02-03,pt,1496432
2018-02-03,ro,47844
2018-02-03,ru,429029
2018-02-03,simple,67861
2018-02-03,sv,551056
2018-02-03,uk,58453
2018-02-03,zh,1850785
2018-02-04,ar,160903
2018-02-04,cs,295100
2018-02-04,da,140438
2018-02-04,de,8876984
2018-02-04,en,83966032
2018-02-04,es,4699015
2018-02-04,fi,249000
2018-02-04,fr,5323404
2018-02-04,he,138793
2018-02-04,hi,225851
2018-02-04,hu,151291
2018-02-04,id,476659
2018-02-04,it,7419098
2018-02-04,ja,15417318
2018-02-04,ko,280310
2018-02-04,nl,617566
2018-02-04,no,108868
2018-02-04,pl,2062330
2018-02-04,pt,1930951
2018-02-04,ro,76891
2018-02-04,ru,528615
2018-02-04,simple,82438
2018-02-04,sv,370932
2018-02-04,uk,95888
2018-02-04,zh,1983007
2018-02-05,ar,161302
2018-02-05,cs,270803
2018-02-05,da,89527
2018-02-05,de,7643925
2018-02-05,en,93232227
2018-02-05,es,5871658
2018-02-05,fi,212416
2018-02-05,fr,4393870
2018-02-05,he,124121
2018-02-05,hi,252253
2018-02-05,hu,127053
2018-02-05,id,747971
2018-02-05,it,6151668
2018-02-05,ja,13196750
2018-02-05,ko,269550
2018-02-05,nl,556465
2018-02-05,no,67660
2018-02-05,pl,1641884
2018-02-05,pt,1758714
2018-02-05,ro,73130
2018-02-05,ru,400863
2018-02-05,simple,90022
2018-02-05,sv,258303
2018-02-05,uk,136575
2018-02-05,zh,1702864
2018-02-06,ar,165024
2018-02-06,cs,277104
2018-02-06,da,63738
2018-02-06,de,6988131
2018-02-06,en,79055100
2018-02-06,es,6218232
2018-02-06,fi,173303
2018-02-06,fr,3990834
2018-02-06,he,115411
2018-02-06,hi,314032
2018-02-06,hu,113327
2018-02-06,id,760401
2018-02-06,it,6684012
2018-02-06,ja,11462689
2018-02-06,ko,265778
2018-02-06,nl,509154
2018-02-06,no,83023
2018-02-06,pl,1458466
2018-02-06,pt,1474677
2018-02-06,ro,105096
2018-02-06,ru,407900
2018-02-06,simple,91568
2018-02-06,sv,209331
2018-02-06,uk,136972
2018-02-06,zh,1737285
2018-02-07,ar,145694
2018-02-07,cs,327407
2018-02-07,da,77798
2018-02-07,de,6199268
2018-02-07,en,74684712
2018-02-07,es,7124595
2018-02-07,fi,136014
2018-02-07,fr,3929405
2018-02-07,he,130073
2018-02-07,hi,266621
2018-02-07,hu,121097
2018-02-07,id,727765
2018-02-07,it,6701071
2018-02-07,ja,11358994
2018-02-07,ko,319182
2018-02-07,nl,486675
2018-02-07,no,72162
2018-02-07,pl,1451079
2018-02-07,pt,1445542
2018-02-07,ro,92231
2018-02-07,ru,422785
2018-02-07,simple,88084
2018-02-07,sv,217300
2018-02-07,uk,132722
2018-02-07,zh,1863548
2018-02-08,ar,112345
2018-02-08,cs,355920
2018-02-08,da,64303
2018-02-08,de,5789189
2018-02-08,en,75307311
2018-02-08,es,7063586
2018-02-08,fi,162346
2018-02-08,fr,3687986
2018-02-08,he,135128
2018-02-08,hi,263131
